video_format_bitrate_vs_wlan0_http11_l4,total_wait_time_vs_wlan0_http11_l4,total_urls_vs_wlan0_http11_l4,RSSI_vs_wlan0_http11_l4,Link Speed_vs_wlan0_http11_l4,Total Buffer_vs_wlan0_http11_l4,Total Errors_vs_wlan0_http11_l4,Min_Video_Rate_vs_wlan0_http11_l4,Max_Video_Rate_vs_wlan0_http11_l4,Avg_Video_Rate_vs_wlan0_http11_l4,bytes_rd_vs_wlan0_http11_l4,rx rate_vs_wlan0_http11_l4 bps,frame_rate_vs_wlan0_http11_l4,Video Quality_vs_wlan0_http11_l4,overall_video_format_bitrate,timestamp,iteration,start_time,end_time,remaining_Time,status
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.923809523809523,63930340,20637669,-1,"1,920X1,080",6.22,17:23:11,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.9372727272727275,63930340,17126300,-1,"1,920X1,080",6.22,17:23:12,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.949565217391305,63930340,17126300,-1,"1,920X1,080",6.22,17:23:14,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.960833333333333,63930340,17126300,-1,"1,920X1,080",6.22,17:23:15,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.9712,63930340,17126300,-1,"1,920X1,080",6.22,17:23:16,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.980769230769231,73620236,16873764,-1,"1,920X1,080",6.22,17:23:18,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.989629629629629,73620236,16873764,-1,"1,920X1,080",6.22,17:23:19,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,5.997857142857143,73620236,16873764,-1,"1,920X1,080",6.22,17:23:21,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.0055172413793105,73620236,14735098,-1,"1,920X1,080",6.22,17:23:22,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.012666666666666,73620236,14735098,-1,"1,920X1,080",6.22,17:23:24,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.019354838709678,73620236,14735098,-1,"1,920X1,080",6.22,17:23:25,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.025625,73620236,14735098,-1,"1,920X1,080",6.22,17:23:26,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.031515151515151,76829772,13655591,-1,"1,920X1,080",6.22,17:23:28,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.037058823529412,76829772,13655591,-1,"1,920X1,080",6.22,17:23:29,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.042285714285714,76829772,13655591,-1,"1,920X1,080",6.22,17:23:31,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.047222222222222,76829772,13655591,-1,"1,920X1,080",6.22,17:23:32,1,2025-10-28 17:22:32,2025-10-28 17:23:32,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.051891891891891,76829772,12274842,-1,"1,920X1,080",6.22,17:23:33,1,2025-10-28 17:22:32,2025-10-28 17:23:33,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.056315789473683,76829772,12274842,-1,"1,920X1,080",6.22,17:23:35,1,2025-10-28 17:22:32,2025-10-28 17:23:34,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.0605128205128205,76829772,12274842,-1,"1,920X1,080",6.22,17:23:36,1,2025-10-28 17:22:32,2025-10-28 17:23:36,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.0645,80846580,11739012,-1,"1,920X1,080",6.22,17:23:37,1,2025-10-28 17:22:32,2025-10-28 17:23:37,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.068292682926828,80846580,11739012,-1,"1,920X1,080",6.22,17:23:39,1,2025-10-28 17:22:32,2025-10-28 17:23:39,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.0719047619047615,80846580,11739012,-1,"1,920X1,080",6.22,17:23:40,1,2025-10-28 17:22:32,2025-10-28 17:23:40,< 1 min,Running
6.22,0.29,0,-44,433 Mbps,1,0,6.22,6.22,6.075348837209303,80846580,11739012,-1,"1,920X1,080",6.22,17:23:42,1,2025-10-28 17:22:32,2025-10-28 17:23:41,< 1 min,Running
6.22,0.29,0,-44,433 Mbps,1,0,6.22,6.22,6.078636363636364,80846580,11739012,-1,"1,920X1,080",6.22,17:23:43,1,2025-10-28 17:22:32,2025-10-28 17:23:41,0,Stopped
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:23:54,1,2025-10-28 17:22:32,2025-10-28 17:23:54,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:23:56,1,2025-10-28 17:22:32,2025-10-28 17:23:55,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:23:57,1,2025-10-28 17:22:32,2025-10-28 17:23:57,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:23:58,1,2025-10-28 17:22:32,2025-10-28 17:23:58,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:00,1,2025-10-28 17:22:32,2025-10-28 17:24:00,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:01,1,2025-10-28 17:22:32,2025-10-28 17:24:01,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:03,1,2025-10-28 17:22:32,2025-10-28 17:24:02,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:04,1,2025-10-28 17:22:32,2025-10-28 17:24:04,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:05,1,2025-10-28 17:22:32,2025-10-28 17:24:05,< 1 min,Running
6.22,0.29,0,-43,433 Mbps,1,0,6.22,6.22,6.22,80846580,10665775,-1,"1,920X1,080",6.22,17:24:07,1,2025-10-28 17:22:32,2025-10-28 17:24:07,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,32590491,-1,"1,920X1,080",6.22,17:24:08,1,2025-10-28 17:22:32,2025-10-28 17:24:08,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,32590491,-1,"1,920X1,080",6.22,17:24:10,1,2025-10-28 17:22:32,2025-10-28 17:24:09,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,32590491,-1,"1,920X1,080",6.22,17:24:11,1,2025-10-28 17:22:32,2025-10-28 17:24:11,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,32590491,-1,"1,920X1,080",6.22,17:24:12,1,2025-10-28 17:22:32,2025-10-28 17:24:12,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,23887319,-1,"1,920X1,080",6.22,17:24:14,1,2025-10-28 17:22:32,2025-10-28 17:24:13,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,23887319,-1,"1,920X1,080",6.22,17:24:15,1,2025-10-28 17:22:32,2025-10-28 17:24:15,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,57672948,23887319,-1,"1,920X1,080",6.22,17:24:16,1,2025-10-28 17:22:32,2025-10-28 17:24:16,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,20977101,-1,"1,920X1,080",6.22,17:24:18,1,2025-10-28 17:22:32,2025-10-28 17:24:18,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,20977101,-1,"1,920X1,080",6.22,17:24:19,1,2025-10-28 17:22:32,2025-10-28 17:24:19,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,20977101,-1,"1,920X1,080",6.22,17:24:21,1,2025-10-28 17:22:32,2025-10-28 17:24:21,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.220000000000001,63930340,20977101,-1,"1,920X1,080",6.22,17:24:22,1,2025-10-28 17:22:32,2025-10-28 17:24:22,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,17403706,-1,"1,920X1,080",6.22,17:24:24,1,2025-10-28 17:22:32,2025-10-28 17:24:23,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,17403706,-1,"1,920X1,080",6.22,17:24:25,1,2025-10-28 17:22:32,2025-10-28 17:24:25,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,63930340,17403706,-1,"1,920X1,080",6.22,17:24:26,1,2025-10-28 17:22:32,2025-10-28 17:24:26,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,17048134,-1,"1,920X1,080",6.22,17:24:28,1,2025-10-28 17:22:32,2025-10-28 17:24:28,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,17048134,-1,"1,920X1,080",6.22,17:24:29,1,2025-10-28 17:22:32,2025-10-28 17:24:29,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,17048134,-1,"1,920X1,080",6.22,17:24:31,1,2025-10-28 17:22:32,2025-10-28 17:24:30,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,17048134,-1,"1,920X1,080",6.22,17:24:32,1,2025-10-28 17:22:32,2025-10-28 17:24:32,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,14846905,-1,"1,920X1,080",6.22,17:24:33,1,2025-10-28 17:22:32,2025-10-28 17:24:33,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,14846905,-1,"1,920X1,080",6.22,17:24:35,1,2025-10-28 17:22:32,2025-10-28 17:24:34,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,14846905,-1,"1,920X1,080",6.22,17:24:36,1,2025-10-28 17:22:32,2025-10-28 17:24:36,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,73620236,14846905,-1,"1,920X1,080",6.22,17:24:38,1,2025-10-28 17:22:32,2025-10-28 17:24:37,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,13722052,-1,"1,920X1,080",6.22,17:24:39,1,2025-10-28 17:22:32,2025-10-28 17:24:39,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,13722052,-1,"1,920X1,080",6.22,17:24:41,1,2025-10-28 17:22:32,2025-10-28 17:24:40,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,13722052,-1,"1,920X1,080",6.22,17:24:42,1,2025-10-28 17:22:32,2025-10-28 17:24:42,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,12315423,-1,"1,920X1,080",6.22,17:24:43,1,2025-10-28 17:22:32,2025-10-28 17:24:43,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,12315423,-1,"1,920X1,080",6.22,17:24:45,1,2025-10-28 17:22:32,2025-10-28 17:24:45,< 1 min,Running
6.22,0.5,0,-43,433 Mbps,1,0,6.22,6.22,6.22,76829772,12315423,-1,"1,920X1,080",6.22,17:24:46,1,2025-10-28 17:22:32,2025-10-28 17:24:46,< 1 min,Running
6.22,0.5,0,-42,433 Mbps,1,0,6.22,6.22,6.22,76829772,12315423,-1,"1,920X1,080",6.22,17:24:48,1,2025-10-28 17:22:32,2025-10-28 17:24:47,< 1 min,Running
6.22,0.5,0,-42,433 Mbps,1,0,6.22,6.22,6.22,80846580,11753091,-1,"1,920X1,080",6.22,17:24:49,1,2025-10-28 17:22:32,2025-10-28 17:24:49,< 1 min,Running
6.22,0.5,0,-42,433 Mbps,1,0,6.22,6.22,6.22,80846580,11753091,-1,"1,920X1,080",6.22,17:24:50,1,2025-10-28 17:22:32,2025-10-28 17:24:50,< 1 min,Running
6.22,0.5,0,-42,433 Mbps,1,0,6.22,6.22,6.220000000000001,80846580,11753091,-1,"1,920X1,080",6.22,17:24:52,1,2025-10-28 17:22:32,2025-10-28 17:24:52,< 1 min,Running
